45
22	13	16	10	20	14	5	14	69	23	78	64	88	10	5	36	95	100	10	61	69	79	15	88	73	100	13	63	98	63	3	73	0	50	53	33	63	62	15	38	93	25	22	13	90
61	48	94	41	94	96	46	62	93	44	22	30	5	58	69	87	66	7	27	75	20	84	67	70	6	40	30	37	48	87	80	1	50	0	74	58	93	30	99	8	33	99	63	40	66
99	58	42	62	2	16	53	65	44	74	71	51	28	27	66	54	57	48	3	36	10	32	34	54	24	15	3	5	18	37	50	85	53	74	0	92	71	60	66	87	95	9	13	76	68
50	97	34	26	58	22	50	94	27	89	8	2	46	6	97	94	95	75	2	71	77	60	62	37	49	68	87	25	63	8	82	71	33	58	92	0	43	7	79	53	9	7	69	99	49
4	69	24	59	32	98	6	100	31	91	35	36	56	32	88	9	53	100	81	96	60	38	20	51	94	18	51	91	70	2	62	33	63	93	71	43	0	34	17	1	21	67	2	64	63
52	87	18	64	32	44	55	2	79	19	54	35	89	50	31	85	100	44	93	54	28	61	92	57	54	85	76	26	65	6	68	72	62	30	60	7	34	0	33	39	6	67	29	3	17
9	28	95	9	24	93	53	31	46	71	65	2	15	56	12	50	19	28	44	49	19	13	91	39	24	72	99	39	96	5	3	18	15	99	66	79	17	33	0	38	22	30	91	5	99
14	3	6	30	97	26	5	86	82	87	80	80	52	67	91	8	46	89	24	67	18	69	41	70	20	41	55	60	70	84	48	75	38	8	87	53	1	39	38	0	36	27	22	64	96
66	98	30	39	21	8	23	87	85	35	59	69	41	51	3	34	58	26	67	2	35	79	35	60	41	34	26	79	30	76	2	87	93	33	95	9	21	6	22	36	0	82	98	83	40
57	31	13	74	51	90	67	37	16	34	12	42	67	90	74	21	78	7	22	68	48	80	99	47	51	32	31	12	18	5	19	82	25	99	9	7	67	67	30	27	82	0	91	52	80
21	4	9	16	70	97	71	36	83	81	3	50	68	25	25	95	20	57	25	20	99	17	43	11	96	12	48	14	46	55	26	45	22	63	13	69	2	29	91	22	98	91	0	99	60
33	35	44	75	25	27	20	97	73	70	75	39	14	3	61	47	72	88	37	13	47	11	35	88	63	10	48	48	81	21	18	82	13	40	76	99	64	3	5	64	83	52	99	0	65
43	30	56	60	21	34	7	84	42	25	40	15	71	5	64	48	59	44	84	98	22	29	59	38	55	36	15	99	63	60	4	22	90	66	68	49	63	17	99	96	40	80	60	65	0
