50
8	26	60	45	90	51	59	88	97	23	9	61	76	3	77	85	30	18	72	87	26	70	90	62	18	5	97	100	88	79	65	0	25	79	69	85	70	60	92	100	13	33	94	86	39	8	93	74	68	85
65	100	12	72	75	92	55	70	32	57	30	54	80	26	31	80	95	32	32	52	9	43	72	58	43	62	10	29	47	36	40	25	0	89	23	40	62	52	39	90	4	91	82	58	45	90	91	67	80	34
49	52	42	52	4	38	54	83	47	19	64	21	48	92	71	47	10	63	20	4	8	15	74	2	46	35	5	57	30	49	78	79	89	0	42	88	62	84	31	25	67	60	54	16	100	28	60	97	9	2
71	20	28	55	21	94	38	70	47	75	73	12	52	96	74	57	14	75	12	50	94	42	3	55	65	21	92	2	63	1	30	69	23	42	0	72	37	58	33	89	66	14	7	91	23	77	90	97	29	99
35	90	65	64	19	89	50	16	86	85	3	46	95	97	70	64	81	31	85	9	43	100	10	31	11	87	69	30	4	38	75	85	40	88	72	0	8	38	11	95	88	26	94	52	59	67	56	1	95	39
7	98	48	43	81	32	7	68	37	84	59	59	46	33	60	94	66	89	63	73	39	98	52	25	13	41	13	95	59	45	18	70	62	62	37	8	0	66	52	41	9	39	50	45	71	10	77	2	58	87
75	33	48	78	30	57	39	22	73	56	64	59	74	18	32	19	74	6	25	52	18	16	20	92	88	85	18	33	23	81	55	60	52	84	58	38	66	0	37	43	100	95	11	57	13	42	11	69	9	40
98	85	3	82	35	59	50	25	80	6	90	42	27	66	97	74	23	74	87	5	62	43	70	13	88	58	24	96	15	69	67	92	39	31	33	11	52	37	0	57	41	52	90	67	51	4	89	29	46	43
62	12	21	44	62	33	4	53	58	95	78	83	94	62	46	6	74	20	75	47	49	17	88	52	66	96	40	85	87	73	4	100	90	25	89	95	41	43	57	0	69	21	23	69	88	83	25	100	89	99
6	36	19	50	46	11	28	62	47	57	74	17	95	96	63	88	72	71	5	2	59	66	9	100	88	82	62	87	27	66	39	13	4	67	66	88	9	100	41	69	0	20	40	7	46	59	14	57	95	98
40	50	52	23	48	87	20	21	6	53	74	88	76	94	98	78	24	31	25	97	34	40	26	70	43	64	24	36	23	32	56	33	91	60	14	26	39	95	52	21	20	0	59	44	35	15	50	98	86	87
16	95	77	76	69	66	80	21	47	16	27	82	46	74	73	50	50	89	88	73	53	22	60	77	68	7	24	87	26	1	44	94	82	54	7	94	50	11	90	23	40	59	0	38	77	7	40	29	63	90
65	2	77	77	23	59	61	58	89	94	31	33	61	33	90	45	60	98	14	97	69	29	64	55	45	83	98	73	25	47	34	86	58	16	91	52	45	57	67	69	7	44	38	0	40	26	96	74	76	8
94	32	78	97	9	12	26	83	10	11	43	41	9	67	87	87	93	9	76	63	100	99	77	21	33	75	94	20	75	63	95	39	45	100	23	59	71	13	51	88	46	35	77	40	0	78	34	66	46	39
86	4	84	45	24	69	24	29	41	91	55	72	34	73	35	32	43	50	12	82	28	1	57	52	58	8	34	80	50	3	53	8	90	28	77	67	10	42	4	83	59	15	7	26	78	0	75	16	66	84
20	27	45	31	43	38	74	74	70	44	96	6	63	93	82	27	56	80	12	14	99	77	46	19	38	85	4	77	2	100	94	93	91	60	90	56	77	11	89	25	14	50	40	96	34	75	0	29	82	85
74	33	44	47	57	29	81	77	69	15	77	77	12	89	59	88	100	95	67	66	39	80	19	76	4	74	44	69	27	91	67	74	67	97	97	1	2	69	29	100	57	98	29	74	66	16	29	0	13	48
49	44	22	62	22	6	13	39	40	24	53	71	71	84	14	69	25	63	56	57	93	42	89	48	19	34	72	60	37	70	8	68	80	9	29	95	58	9	46	89	95	86	63	76	46	66	82	13	0	41
97	17	31	63	8	84	47	71	47	36	10	66	25	58	28	56	77	91	92	18	9	3	36	83	96	18	62	89	51	99	71	85	34	2	99	39	87	40	43	99	98	87	90	8	39	84	85	48	41	0
