100
38	74	12	24	100	98	64	67	82	36	94	74	85	4	23	87	10	1	61	28	0	84	34	80	71	48	50	20	39	83	91	45	20	64	57	96	63	6	59	81	87	46	27	12	82	30	35	68	40	35	81	19	70	14	50	93	13	99	12	51	81	2	96	53	65	4	48	80	9	58	60	48	55	86	59	37	68	45	4	59	79	84	29	1	49	78	93	61	76	4	12	8	57	59	60	21	14	59	100	74
16	12	21	71	49	32	7	16	76	62	26	7	46	54	7	46	31	51	7	58	6	0	70	66	62	80	77	82	93	36	34	66	51	45	39	73	45	70	31	13	45	93	38	51	90	92	9	35	74	59	41	84	64	10	49	77	41	77	59	33	12	92	51	15	88	89	87	32	10	18	96	6	62	34	9	51	77	17	85	50	28	78	33	43	39	33	20	80	10	30	12	21	73	14	87	60	54	74	43	63
43	39	21	4	24	29	6	100	97	42	1	24	19	86	19	58	18	38	37	79	19	100	0	52	91	14	38	50	19	63	44	34	5	34	54	60	9	82	17	8	30	59	61	6	77	46	24	34	15	13	22	94	31	22	97	21	87	34	22	57	97	17	90	53	3	43	65	11	76	81	19	58	91	31	63	68	76	86	53	90	50	75	35	80	48	31	52	86	17	25	42	65	41	32	69	95	26	33	6	54
66	76	11	8	6	25	75	81	10	80	22	59	6	9	90	53	39	93	90	7	17	31	71	0	9	14	40	4	92	24	9	97	41	84	59	49	89	83	23	21	92	54	94	2	59	2	43	63	93	35	52	99	51	35	70	59	100	61	14	43	84	22	39	25	57	97	73	97	31	47	17	74	1	63	75	11	64	69	26	8	3	29	7	53	63	28	64	15	40	77	57	23	51	48	99	7	96	23	4	27
70	72	100	22	34	27	84	50	95	9	9	98	38	67	2	52	94	17	18	85	46	75	8	96	0	22	58	54	17	81	57	95	2	81	95	75	66	21	58	15	15	19	76	64	8	42	66	59	88	34	77	72	79	3	31	26	76	89	80	44	21	88	39	22	68	33	48	86	5	57	52	19	75	27	83	82	69	100	93	56	33	69	27	64	23	10	89	98	98	20	41	70	8	31	91	27	63	90	12	67
46	16	38	73	42	72	54	10	71	98	17	55	18	96	18	40	5	59	89	54	78	30	23	37	12	0	65	64	75	54	27	93	51	42	82	23	36	53	29	45	75	26	14	82	44	9	99	35	65	9	24	18	87	5	92	75	16	56	38	42	9	17	35	59	10	68	34	45	21	62	42	47	87	55	28	82	15	79	17	79	87	92	48	25	96	39	100	63	94	89	5	54	5	91	64	15	58	97	11	30
10	52	77	49	58	4	30	72	82	98	2	21	41	49	45	88	39	44	51	84	85	7	37	89	49	53	0	55	58	1	18	88	63	69	16	11	27	71	92	50	5	42	52	25	82	52	21	70	91	17	72	74	1	30	63	89	78	67	96	87	67	13	26	29	33	41	91	11	64	83	61	68	24	12	92	57	63	12	26	5	80	49	79	80	30	93	21	7	59	68	94	77	80	19	58	64	12	48	75	75
30	87	94	5	98	85	62	12	48	39	17	28	88	47	59	17	91	79	76	49	46	21	25	77	91	34	41	0	54	82	67	28	11	53	73	16	2	9	29	13	9	67	81	88	6	79	46	23	69	25	50	69	70	22	94	99	12	79	91	66	60	57	45	23	9	18	90	62	26	18	74	34	84	7	21	90	37	19	64	6	43	65	74	64	86	19	62	97	98	52	14	9	60	11	31	20	28	20	81	5
37	7	91	73	13	63	14	1	81	77	6	23	93	32	39	78	2	100	26	99	4	40	8	15	50	90	35	29	0	10	15	33	98	73	23	70	37	86	35	38	66	63	43	41	55	26	79	32	28	30	58	78	85	49	37	100	98	27	86	26	36	100	10	85	73	85	7	61	22	41	98	39	4	93	31	58	18	9	42	45	91	99	23	27	99	11	26	96	37	11	73	24	63	34	9	87	70	15	47	91
55	45	30	58	37	12	68	6	21	9	3	63	59	77	89	57	87	67	4	24	77	28	47	91	61	55	77	31	21	0	76	73	76	20	54	85	8	66	4	65	86	12	67	100	70	43	88	78	30	6	81	53	83	8	51	25	21	58	2	51	78	77	23	5	48	77	42	7	42	45	71	79	57	90	30	78	32	69	8	61	75	88	65	57	48	16	33	68	25	34	18	2	62	92	7	61	20	48	19	61
44	90	91	52	31	20	82	62	89	89	75	63	28	39	71	75	6	3	42	30	89	11	84	50	55	42	63	74	89	81	0	35	84	22	77	36	52	97	17	14	85	5	40	99	32	30	69	7	36	23	100	17	11	63	52	13	17	93	75	90	33	55	76	17	29	53	52	80	49	20	45	85	24	84	35	7	14	55	65	1	77	65	69	40	27	21	52	95	65	26	84	98	32	60	66	60	64	17	92	64
36	36	100	11	72	34	17	37	88	82	37	16	98	57	55	76	29	6	70	94	83	53	91	67	64	8	78	27	76	69	42	0	11	57	41	73	80	74	41	16	13	74	4	81	71	60	35	46	89	93	67	34	75	72	76	93	35	83	71	14	58	91	55	20	99	48	92	78	73	84	45	38	58	48	18	28	60	52	26	100	44	92	33	71	15	8	63	50	90	85	15	99	76	21	18	26	68	61	56	93
44	100	30	1	100	47	81	59	98	58	58	94	1	42	16	16	1	30	65	90	67	31	88	94	51	57	19	71	17	74	63	60	0	74	92	61	25	90	93	83	87	50	92	32	50	85	99	65	85	81	81	74	47	63	13	40	66	69	10	88	85	84	50	96	9	93	8	33	82	100	67	20	1	58	4	3	94	2	67	78	82	100	51	80	14	15	19	79	35	29	66	71	64	67	66	72	59	26	56	92
25	22	12	78	31	67	80	24	20	98	53	54	97	3	33	11	69	4	41	55	84	7	25	47	73	42	70	84	67	77	75	44	50	0	38	21	32	56	100	7	76	97	59	29	46	13	61	8	81	64	48	35	99	54	11	45	79	52	66	62	19	42	88	14	91	78	34	74	33	85	80	8	33	38	36	78	50	49	37	82	64	85	16	63	90	26	59	68	30	25	81	100	18	21	13	61	98	98	34	30
34	14	90	66	51	25	96	53	25	32	34	89	68	50	51	58	27	9	77	56	85	10	7	3	30	19	63	27	68	48	8	1	61	97	0	67	64	74	14	16	98	97	49	86	65	98	88	74	77	97	2	84	33	11	91	87	40	61	1	18	29	49	26	29	9	74	47	72	47	12	39	45	9	88	30	73	37	18	98	13	66	99	97	50	10	39	37	1	99	37	19	27	37	96	8	98	69	6	21	68
18	60	12	78	47	93	2	83	62	99	48	79	97	44	29	58	34	17	11	32	5	81	11	42	76	70	39	96	75	59	63	44	18	26	21	0	16	19	22	99	32	20	98	11	69	93	39	78	26	7	88	9	11	68	19	4	95	88	42	43	15	53	57	58	22	83	79	38	53	52	88	84	72	85	94	92	77	84	21	54	90	9	62	53	28	81	56	75	20	50	17	34	2	73	44	23	55	22	12	7
73	51	43	96	35	36	39	63	20	60	16	61	20	30	65	99	10	21	73	81	70	41	15	23	14	10	45	20	31	9	79	55	59	21	3	46	0	8	93	60	79	4	28	40	75	57	4	74	18	76	98	98	45	39	64	19	4	73	64	23	55	24	53	62	82	73	16	79	33	8	39	11	64	66	2	38	74	58	63	91	33	61	40	30	99	56	48	2	28	63	76	35	86	29	48	20	53	63	50	85
22	88	96	85	5	97	23	78	54	85	20	39	97	12	68	95	67	67	48	46	30	76	80	67	4	27	38	8	41	88	93	63	27	40	47	32	88	0	21	61	42	58	33	32	54	44	51	49	10	17	48	55	98	23	87	17	78	65	54	86	6	93	30	68	20	69	66	51	56	87	63	49	44	95	32	97	38	82	97	47	51	97	54	48	19	92	16	49	56	70	86	61	62	15	80	81	35	46	83	42
32	46	91	27	92	22	23	30	56	20	28	6	68	33	5	38	24	21	86	80	42	71	92	55	37	72	88	23	69	22	65	100	67	55	26	59	28	100	0	40	83	71	67	88	38	100	93	76	23	65	13	54	6	36	98	12	72	69	99	95	89	21	59	88	39	65	65	49	44	16	88	27	87	7	66	76	6	10	3	80	74	16	86	31	51	83	43	74	3	93	68	91	65	78	30	4	94	46	52	38
61	92	64	99	98	81	75	55	91	77	86	64	44	23	47	94	5	41	68	7	33	87	49	98	65	78	53	10	23	56	47	36	47	62	34	96	43	60	50	0	33	89	88	48	32	10	94	26	67	34	45	25	19	31	74	68	47	3	20	57	26	75	3	13	74	17	46	69	59	58	71	43	46	58	90	77	19	36	54	85	69	98	10	39	81	35	6	27	37	25	83	14	52	38	26	25	6	24	93	64
81	15	6	78	72	47	54	43	82	60	79	3	9	88	41	89	74	99	68	11	75	50	24	26	39	2	50	44	25	95	59	5	9	16	82	33	63	87	75	96	0	98	53	50	7	93	43	47	66	41	14	28	15	16	52	41	6	53	42	50	29	36	60	33	45	76	66	77	90	4	51	37	2	55	87	60	47	29	58	65	21	72	92	35	39	95	27	44	99	69	45	27	4	5	11	48	32	76	76	21
80	78	57	33	33	95	92	31	75	1	95	95	72	39	30	10	33	8	6	32	76	50	10	32	54	21	31	85	48	7	57	79	84	66	11	68	60	54	99	87	55	0	93	81	78	83	10	40	16	70	45	99	45	94	8	76	100	80	7	36	28	65	45	6	48	10	17	16	21	22	66	7	28	58	88	6	93	49	45	8	18	41	58	15	34	65	90	85	45	48	21	72	12	65	29	12	26	97	79	98
19	44	5	46	53	44	3	45	92	47	4	62	39	61	76	73	78	17	9	22	17	81	45	80	97	25	91	22	22	21	72	92	16	76	89	69	19	92	65	62	90	69	0	75	29	81	2	53	58	19	13	79	35	94	75	14	42	100	57	16	73	29	87	64	45	62	52	65	32	95	29	45	85	49	20	65	30	73	17	39	91	81	70	77	74	44	43	16	95	51	31	67	79	17	30	75	30	34	39	13
28	20	9	12	68	80	76	49	53	44	88	43	25	57	72	50	52	66	17	47	16	47	65	46	15	95	21	96	28	59	60	55	30	69	19	50	48	46	98	100	90	37	95	0	66	45	66	67	97	31	84	95	98	82	59	43	97	5	15	44	84	26	4	39	55	72	9	4	71	54	54	71	95	90	65	60	87	82	27	35	64	10	29	61	43	39	55	91	44	70	35	27	95	90	17	49	13	25	5	83
31	58	53	25	99	69	37	85	50	63	19	13	24	99	73	66	38	80	57	33	49	43	11	95	84	28	43	96	4	99	78	34	56	83	11	55	51	47	39	1	61	10	13	84	0	8	38	1	45	69	9	29	17	3	40	63	86	19	57	81	22	56	11	8	11	93	18	17	43	64	8	95	24	17	60	59	24	49	11	21	17	72	49	85	74	88	47	12	6	3	92	80	58	54	39	21	46	56	37	41
71	44	87	46	60	46	56	36	94	66	8	62	89	56	46	63	96	44	26	53	47	17	32	56	23	22	76	20	29	13	12	99	8	99	96	68	96	51	55	90	69	62	3	57	69	0	1	71	64	44	96	17	90	65	100	46	87	22	21	58	50	85	70	1	93	20	96	12	15	99	18	4	19	79	59	75	47	59	98	63	2	45	31	44	9	30	89	47	3	61	5	53	46	26	5	90	45	52	1	59
2	18	15	20	48	73	47	46	83	44	8	84	88	38	27	49	20	67	47	22	28	3	26	25	28	30	14	24	34	66	83	35	35	49	55	82	21	1	79	55	96	87	38	35	76	17	0	35	95	83	82	69	62	84	94	86	12	76	51	35	9	68	69	43	2	17	97	35	89	49	66	43	96	4	33	31	79	49	65	26	31	98	94	93	82	39	30	45	14	33	31	22	100	100	17	54	68	65	40	57
66	5	51	61	60	83	43	39	31	60	16	14	57	61	58	38	99	87	82	13	71	13	86	23	64	54	76	31	19	67	39	84	24	90	96	83	24	39	73	7	98	40	20	54	100	77	44	0	99	15	77	63	38	41	100	60	56	54	87	87	24	5	77	59	28	18	54	63	42	92	87	48	41	27	19	47	26	47	42	76	13	18	90	50	11	90	9	66	95	47	4	18	52	81	76	31	98	81	45	91
25	32	38	65	10	56	63	87	54	4	63	67	74	52	16	84	93	77	49	87	23	5	4	26	85	31	57	34	12	53	25	88	84	14	52	93	22	15	32	75	70	94	41	43	97	9	26	90	0	37	27	76	59	31	32	37	67	14	45	52	77	97	28	64	81	42	16	25	15	82	56	89	51	1	82	46	98	42	71	87	78	49	14	88	31	45	24	49	11	68	1	87	65	28	51	97	21	18	73	35
51	29	76	53	81	9	98	78	2	21	16	79	69	30	66	100	26	42	100	88	61	100	75	25	80	77	73	100	94	46	87	96	26	14	48	6	22	46	36	23	66	3	53	34	84	70	85	10	11	0	85	97	72	36	23	48	15	99	73	67	44	18	53	39	95	18	39	52	39	84	39	13	49	42	65	34	25	34	71	86	97	7	35	20	94	57	67	61	8	39	27	3	8	31	42	54	48	80	58	38
15	96	2	15	37	18	100	14	51	22	99	99	28	33	18	74	42	85	34	1	75	12	3	35	42	96	88	41	27	97	30	41	93	31	55	81	48	7	94	50	28	45	49	8	29	66	81	22	2	14	0	22	29	77	25	63	18	20	2	10	47	99	39	39	91	69	94	23	16	100	69	65	79	13	65	86	41	31	66	15	84	31	36	12	7	60	74	76	32	28	85	30	26	75	68	68	43	13	42	10
64	10	27	43	22	91	28	15	21	46	29	57	28	16	68	87	28	94	14	59	21	51	40	98	25	7	17	68	72	58	29	35	20	55	77	41	46	57	7	18	54	87	74	33	3	42	19	82	87	85	92	0	59	35	31	56	59	89	24	78	60	33	7	47	52	61	75	45	6	83	3	76	36	90	49	69	44	42	39	77	28	23	68	86	57	98	41	68	38	16	45	50	49	3	96	52	16	22	96	21
5	99	48	92	40	97	12	35	38	51	11	66	25	78	51	34	27	44	1	16	11	97	65	59	52	12	63	67	34	10	39	38	8	87	81	99	83	93	85	20	95	95	37	19	24	88	52	50	83	4	66	93	0	53	82	4	4	94	18	70	79	27	8	16	35	94	96	85	76	40	70	48	34	16	36	53	40	75	56	41	57	12	58	2	64	40	57	67	85	74	36	63	100	95	30	86	89	77	71	16
17	92	15	50	7	51	54	46	25	10	87	82	21	96	35	36	35	91	2	19	16	89	81	15	83	62	1	23	39	23	39	55	66	5	56	72	55	10	70	80	71	8	13	91	3	99	78	90	89	79	60	4	19	0	93	70	1	54	22	24	92	44	14	46	61	18	2	85	25	63	54	56	33	13	68	75	67	18	52	56	58	82	16	13	100	8	82	100	13	4	75	5	99	40	2	12	10	55	96	34
17	1	89	49	13	8	75	31	25	26	87	34	7	54	46	6	13	27	58	25	82	84	29	33	24	31	44	33	37	39	18	54	39	6	54	3	65	29	33	41	6	71	74	13	24	19	70	88	97	27	13	31	11	93	0	63	86	75	58	70	12	96	87	17	86	44	70	40	8	50	72	100	56	43	73	68	18	43	89	58	91	68	70	21	78	14	83	15	41	40	84	4	87	70	20	24	13	41	63	72
91	35	23	46	29	47	65	98	89	53	55	79	20	76	100	49	42	34	15	82	26	98	85	64	19	56	88	83	48	50	6	38	36	28	35	16	74	51	14	62	4	68	93	75	96	44	76	37	77	42	18	54	40	54	18	0	10	61	5	93	8	6	98	46	42	26	32	9	99	83	22	13	38	42	57	64	37	100	39	73	28	81	90	82	72	95	51	81	55	7	25	62	12	23	59	5	100	91	14	50
73	35	14	10	76	70	25	64	21	64	36	49	96	77	82	19	71	84	51	25	90	76	39	1	50	97	6	49	39	71	50	11	5	64	72	33	85	97	48	6	12	84	6	59	60	39	77	31	22	79	7	11	54	45	63	3	0	94	68	3	32	90	5	95	47	20	18	79	4	66	78	61	29	61	66	87	21	56	15	3	77	94	61	39	99	58	2	54	51	21	8	34	11	12	80	57	31	98	87	87
15	64	47	44	77	65	82	49	72	49	51	49	94	63	39	92	20	40	97	22	13	5	8	23	68	87	31	51	36	69	89	51	32	35	46	8	51	27	8	23	75	10	23	68	73	61	12	44	53	60	66	65	16	25	39	84	11	0	21	86	47	89	74	49	72	60	94	32	11	20	39	85	47	49	59	66	21	71	29	64	23	89	81	39	4	5	29	39	68	49	76	66	89	49	14	61	61	7	92	23
78	30	7	76	30	17	42	50	87	22	66	62	10	98	52	66	55	81	56	74	81	84	39	70	32	52	82	44	10	73	66	39	54	24	15	84	40	8	85	27	29	50	40	91	100	91	8	54	23	15	27	4	98	17	25	82	20	6	0	25	29	30	91	19	83	66	85	18	6	92	3	84	73	4	23	15	3	65	74	8	88	88	86	91	86	2	67	19	73	72	43	53	1	85	72	83	51	56	53	8
100	55	43	24	58	17	38	13	81	11	72	68	50	58	10	87	11	76	5	84	99	100	36	99	36	7	34	86	15	86	45	66	92	87	89	1	55	26	13	36	88	85	55	37	94	17	76	4	44	80	39	43	31	75	93	67	33	78	4	0	99	63	49	64	6	87	52	7	42	29	19	29	16	55	35	5	48	3	80	4	47	11	42	41	42	68	85	8	53	63	63	51	77	11	15	83	50	66	89	43
95	59	23	62	14	57	66	13	60	97	16	58	8	10	98	1	77	82	60	29	96	22	32	73	85	46	55	34	63	95	28	9	53	50	71	18	6	88	83	17	37	50	26	96	59	23	96	88	57	7	68	52	28	99	76	12	96	30	97	59	0	76	76	19	81	25	41	50	83	81	32	51	17	82	77	12	92	51	59	79	7	65	99	11	44	97	86	8	45	68	4	55	95	32	73	75	56	14	25	90
46	8	41	62	89	17	25	81	19	35	11	26	51	9	88	94	58	25	1	54	44	57	8	39	88	80	65	95	45	41	85	42	49	77	3	89	45	79	21	63	65	84	40	15	44	27	9	1	4	9	6	47	65	13	37	52	45	54	99	89	94	0	83	31	94	59	85	35	3	16	55	65	80	90	5	95	34	83	3	86	38	63	92	37	80	4	73	83	48	78	81	89	24	63	71	17	73	7	3	75
22	58	92	54	99	48	48	32	82	2	18	20	16	9	56	95	64	80	78	64	58	58	52	81	73	22	49	45	80	52	72	2	61	63	55	59	62	54	43	43	7	60	14	22	20	21	17	35	1	46	98	10	55	1	42	27	74	42	72	54	93	95	0	55	5	9	61	16	70	66	58	64	72	69	78	45	40	98	13	26	50	10	24	59	65	24	52	91	50	94	14	3	38	8	9	43	16	69	10	85
86	19	1	9	39	78	53	30	27	18	55	77	27	30	87	91	6	39	34	55	32	47	57	69	55	65	63	22	85	24	59	22	42	59	30	80	88	34	9	14	3	16	42	30	45	29	72	50	19	5	56	2	4	64	70	10	28	85	31	64	8	89	37	0	2	99	66	81	86	52	42	100	54	9	41	35	53	21	59	55	39	15	62	40	70	26	62	79	5	98	10	21	5	50	57	58	49	75	91	34
26	32	85	31	92	78	18	96	98	28	2	89	94	64	80	64	89	93	42	93	90	3	13	47	53	22	4	53	96	94	38	73	77	23	3	68	52	72	16	1	51	17	89	45	80	21	8	20	13	49	13	55	4	77	1	56	98	56	60	93	2	97	65	78	0	71	20	98	22	43	13	23	94	29	11	38	61	83	97	80	96	97	44	50	100	21	2	55	70	57	14	63	10	63	79	88	33	50	37	55
93	49	77	38	29	39	75	89	22	23	21	69	19	64	70	19	84	71	73	54	79	39	68	89	53	98	28	85	48	64	39	40	64	67	77	44	6	3	85	79	25	5	47	43	68	16	61	4	38	86	57	16	76	76	56	28	73	83	64	20	98	3	11	61	21	0	39	5	26	41	89	56	17	45	2	12	12	17	24	15	6	61	23	22	36	50	29	15	23	12	79	94	9	33	5	22	53	95	78	31
88	18	86	4	62	40	67	25	8	91	92	14	51	14	87	39	16	15	53	38	26	31	31	87	15	87	60	20	82	37	50	69	6	87	24	67	78	91	91	86	33	34	51	83	48	37	21	15	51	26	52	29	56	34	15	23	73	26	42	6	62	43	26	19	29	49	0	85	59	91	27	44	23	61	94	58	60	82	78	74	32	3	77	60	11	62	26	33	34	51	26	39	64	68	64	82	48	65	18	6
55	97	1	30	57	46	87	68	27	64	93	11	19	69	70	81	30	48	65	16	50	90	6	14	9	22	47	56	86	65	14	40	61	14	21	69	12	7	88	38	71	80	48	41	100	70	73	81	69	37	96	18	78	2	83	86	75	30	93	60	46	6	51	6	72	72	26	0	83	78	13	72	100	44	72	92	43	93	64	23	61	100	71	30	29	24	13	14	98	42	59	9	87	64	59	44	87	82	69	69
60	33	93	11	76	16	3	70	8	66	44	20	18	66	49	46	89	61	12	38	2	70	46	40	85	57	83	24	38	3	44	49	35	36	60	62	51	62	31	10	79	27	29	48	92	78	46	33	38	9	70	92	30	68	31	14	76	14	89	13	16	33	14	3	68	73	64	71	0	86	47	80	16	73	9	64	64	86	9	48	75	69	18	66	98	37	97	63	12	62	52	76	29	84	89	31	51	13	47	73
